PRED,IMAGE,CONF
2WRM96,090003_1701108804612F03_171,936
CIXF35,090009_1701098954863F05_441,931
1YST52,090109_1701119572580R02_001,942
3EH841,090008_1701101601395F03_331,928
EV3651,090111_1701120664827R04_651,917
297EY4,090112_1701117583637R03_531,925
1XLH57,011016_1701116213533F01_971,935
78162NB,090001_1701105471687R02_261,910
1178KH,090110_1701106409203F04_021,910
9NYS70,090110_1701097241460R04_781,944
3DDT21,090006_1701116454254R04_321,939
4DBC99,011116_1701108180486F02_231,942
8FT635,090314_1701097857218F01_701,943
69BW46,090009_1701117538840R05_581,914
2NKF29,090005_1701095221096R02_511,939
V75359,090108_1701110974051R04_421,940
4HJH14,001215_1701096619401F02_151,926
98576ME,090009_1701118568521R03_901,916
3HKT39,090011_1701103051001R02_291,921
D2211,090104_1701106879855F02_521,930
X74979,090005_1701108611078R01_501,933
1CVZ99,011016_1701103806181R01_651,939
64X430,090009_1701118227428R05_501,940
R38195,090110_1701115754743F02_271,942
3PNP79,090010_1701108437114R02_981,930
5115832,011016_1701106547814F01_711,895
2WCX81,090110_1701092055948R04_231,920
1PXG38,090008_1701098121814F03_171,932
X61286,090112_1701105629394R02_181,937
2NA963,090113_1701121826742R03_861,936
6DC178,090103_1701096473603F02_281,926
3VDX44E,090010_1701099398532F03_171,840
2ASV69,090013_1701110325686F02_321,932
T28281,090009_1701110037769F05_541,946
3BJP28,090010_1701121204246R03_271,933
EVEC75,001315_1701099053127R03_466,883
CC29AE,090214_1701099440461R02_651,920
7435,090009_1701117452600F06_421,897
23394NA,090103_1701092902866R03_951,911
44240,090107_1701106216111R03_531,937
2AKZ65,090013_1701109724541R04_371,935
6147F,090109_1701110375051R04_121,926
3MTR38,090108_1701117954600F04_041,935
4DYZ34,001115_1701102037617R04_466,920
8FX887,090011_1701095176270R03_251,935
2JZY59,090007_1701114171202R04_971,826
1AD87L,090006_1701092980254F02_221,930
X34448,090010_1701111471042R02_391,914
4JWM14,090014_1701111788762F06_301,935
9YN490,090107_1701096110638F04_461,930
6GPR70,090013_1701121136035R03_161,912
881ZY7,001315_1701095068497F02_210,914
S48416,090103_1701100377918R02_641,919
4LDT41,090314_1701090074232R01_361,908
AJ44979,090114_1701118658741R04_681,920
1BRB53,090010_1701114757966R04_551,939
1JXZ86,090013_1701121435710R02_001,934
1XSC62,001315_1701110418833R02_161,896
758VZ9,090008_1701111633133F04_381,928
4BYX58,090110_1701098470608F04_351,916
XKRT37,090107_1701120073953F04_421,921
2WHJ52,090112_1701102113107F01_171,930
X40318,090113_1701091661204R02_061,930
9MY739,090108_1701112160206F03_571,909
2RAS81,090005_1701113009586R02_081,909
KEC361,001215_1701115509730R02_341,869
S68839,090013_1701095505010F04_291,922
EEN624K4P,001315_1701102817480F03_335,347
4LNP95,090113_1701093176477R04_461,924
3890RL,090003_1701104212046F03_881,916
KEV3981,090104_1701102833155R03_891,917
4APS55,090107_1701102447404R04_731,940
X34474,090011_1701112298376R03_931,931
4691962,011116_1701115439872F02_361,887
2YNB91,011116_1701092316806R02_831,934
2GKH15,011116_1701094913209R01_351,915
6JYH40,090112_1701099733083F04_151,922
135GR8,090110_1701106155441R02_781,936
U800059,090009_1701099623033R04_941,902
3CC597,011116_1701103835605R01_131,930
5FEV39,011016_1701098720849R01_321,933
3CMD12,090010_1701098859796R04_491,933
V47488,090106_1701113033650R04_301,936
5ZB333,011016_1701121551138F02_041,934
29HF59,001315_1701095313577F03_226,704
3VHX25,090012_1701113615359F01_031,938
4GLX18,090314_1701120435067F02_121,925
1VDL64,090014_1701101819191F05_931,925
7EGJ80,090003_1701110932177F03_921,922
5HM241,090112_1701104712206F04_331,940
A43844,090112_1701090216401F02_451,912
PA39724,090101_1701118377832R02_411,856
5ZTC60,090104_1701091163512R03_521,928
D12SSE,090008_1701116259166F03_271,933
344093,090314_1701098043579R01_621,920
1AA32D,090109_1701100122421F03_791,903
7FV180,090006_1701122170041F04_701,881
5JCV31,090007_1701093216761R04_341,914
W46723,090110_1701115514901F04_401,933
5078474,090106_1701119648637F04_481,913
2MK346,090013_1701113928255R04_441,933
V35966,090007_1701119095917F03_821,932
3CRN58,090009_1701117920426F03_621,925
CJJV044,090102_1701104507706R02_061,920
C276478,090112_1701093775896F02_121,924
1WNF53,090113_1701097770355R03_551,914
2SLA17,090006_1701122020944F04_541,931
6PLM20,090014_1701113815119R04_651,920
2BXZ19,090106_1701101337825F02_961,936
42YT90,090013_1701110924642R04_221,910
6JX277,001015_1701111006173F05_341,915
4WVZ81,090011_1701091189647R02_811,939
85KC87,090013_1701111646936F03_921,927
1LK454,090112_1701096248245F02_201,939
QNKP14,090112_1701116954740R02_051,926
UBD9080,090113_1701093566190R03_371,904
2JBG66,001315_1701090063817F03_388,872
3BFJ16,090011_1701099477594F04_391,923
1XGZ51,090012_1701092352724R01_311,923
T79971,090007_1701120381935R03_251,914
7TL341,090009_1701116528664R05_311,918
AS28924,090010_1701110248493F04_781,920
8YE215,090314_1701101164162F02_421,941
LDX8838,090104_1701094266036R02_771,902
8HR831,090109_1701095459396F03_271,938
2HJD78,011016_1701109579680F01_461,939
2BEE65,090110_1701109260327R03_661,943
2XPM11,090103_1701122118646R02_671,935
1VXJ44,090011_1701099976963R02_061,937
88E240,090104_1701096546631R03_291,934
945CV5,090004_1701118192643F02_521,936
4CKP64,001315_1701096873650F02_380,912
3WWK17,090108_1701099938266R04_471,937
T59219,090110_1701112623159F04_241,917
RR56,090109_1701116437104R05_121,825
6VG273,090011_1701094922527F04_211,936
1PBR83,090009_1701116138344R05_781,942
2YYG58,001315_1701091548190F03_213,916
3CXW19,090111_1701094086127R03_111,924
3EKT74,090014_1701098822147F05_461,928
3LCG66,090013_1701111544933R04_141,940
BM62672,090109_1701114700351F05_661,912
2WKH28,090012_1701103519553R03_641,942
4DVY68,001315_1701112575947F03_284,921
3FL2262,090014_1701102930682R05_541,899
GWNS46,001315_1701104949113R03_149,614
49W540,090012_1701121612593F03_831,924
T94544,090110_1701111211366R04_181,929
1764467,001215_1701115461967F03_251,872
1012,011016_1701116747767R01_461,932
LDW8369,090106_1701114041630R03_331,929
AAX475,090103_1701090587351R03_051,909
1ZNR84,090108_1701122029041F03_161,919
5215409,090106_1701107736421F02_181,915
AP29021,090106_1701111895080F04_441,903
4VTK17,090113_1701092007347F01_311,931
89BWDS,090112_1701104436228R03_321,930
4TXW11,090113_1701095218641F02_451,932
80286PC,090001_1701101018302F02_091,915
DACW530,090101_1701099357830R02_881,941
35TC32,090112_1701106412769R03_871,946
203K,090108_1701095366616F04_761,921
W43700,090113_1701091116906F03_761,941
3LVR67,090113_1701115894924F01_921,918
W53539,090013_1701105176300R04_401,930
17735,001315_1701104179430F02_220,842
EVCX33,090010_1701118075125R04_841,885
BC13828,090106_1701099550267R04_941,903
W91729,090106_1701091238078F03_681,943
74544,090109_1701101607442F03_321,887
2FWA42,090214_1701119860434F02_831,931
2KBE88,090112_1701093635002R02_541,918
W96238,001215_1701111487752F03_491,937
JM34,011016_1701107683799F02_731,923
BH22110,090007_1701104751173R04_461,921
4WM341,090014_1701103531389F05_731,921
3123649,090110_1701094393894F02_651,516
1958WR,090105_1701095863853R02_341,888
3ZET48,090114_1701101997985R04_341,926
BA56135,090110_1701093753213F04_291,925
868EP6,090103_1701116855076R02_361,936
7NGZ40,090012_1701118347468R04_801,931
4LVS45,090113_1701101118517F04_531,936
2TJK95,090109_1701092716169R03_841,917
1HWE98,090009_1701100185692R04_621,912
4HCL15,090011_1701118000316F04_811,946
UTD4984,090014_1701119791702R05_291,914
632GL6,090107_1701110589856R04_471,914
8JD625,090107_1701098221949R04_731,947
KTJ7113,090112_1701109945137R03_231,925
7AB54Z7,090007_1701104709879R03_621,555
89R530,001315_1701103634563F03_369,916
X20156,090112_1701117060513F02_451,941
LAL1660,090011_1701096413118R03_031,922
3BHG36,090107_1701095903792R04_421,945
3XAV24,090112_1701117084402F03_091,942
7EJ816,090003_1701091345438F02_741,941
83L750,090107_1701121679893F02_401,940
3JVC53,090012_1701103926787R04_871,944
Z19MJM,090111_1701103631211R04_671,919
V62669,001215_1701115097526F03_041,937
PL014P,090007_1701097659230R03_101,911
3J37,090010_1701113620180R04_551,935
KBM683,090012_1701097934873F03_231,893
2YDS77,090112_1701105587983F04_761,935
65NY86,090114_1701118249750R04_031,920
1DVD52,001315_1701117316627F03_248,895
1CL434,090009_1701101658943F03_801,919
4XBB69,090008_1701099035400F02_111,933
X14705,090113_1701121551585F02_291,930
4ALD89,090004_1701091304919R03_241,934
4BPX94,090111_1701117283828F04_901,939
X12033,001315_1701092185700R03_413,920
2MGR84,090111_1701119664410F03_231,921
BE07939,001315_1701104494880R02_137,870
T58037,090008_1701090927787F03_501,918
4GNB84,090112_1701095426231F03_041,948
15ANL,090110_1701091692223R02_891,912
2YDN19,090009_1701090070230R04_731,934
4LPT17,090103_1701093298779R02_031,922
P24RPS,090104_1701120758342R02_771,935
4EKH68,090107_1701119019579R04_781,929
X21337,090003_1701090073525F03_211,929
1AC41K,090109_1701100292119F02_131,879
HRMD0B,090110_1701121607148R04_201,309
3DDX54,090010_1701091496901R04_051,939
5LTW60,090214_1701114869647F02_831,946
AF22IU,090214_1701112702674F02_131,934
21YB70,090103_1701121880018R02_291,914
8BE187,090108_1701113963332F02_911,875
2498204,011116_1701103031925F01_041,913
4YGN54,090012_1701102206229R04_111,922
15022,011016_1701110431295F01_981,903
4LPH15,090113_1701101642308F03_231,926
W28269,090011_1701112564298F02_051,939
S13949,090008_1701117098885R04_761,940
46MZ60,090113_1701112276129F04_221,929
4KFY81,090111_1701107152155R03_361,919
USAB97,090214_1701096515483F02_681,919
KSC8094,090109_1701101484055R03_831,923
E46SHV,090014_1701098774457R05_221,926
E998,090109_1701121548909F05_561,927
1WDAA45,090109_1701112067801F02_411,284
36DZHI,090008_1701109717894R04_751,917
KPG688,090008_1701105586921F03_601,911
4JDC95,090107_1701117987604F04_781,932
619BA7,090011_1701110419250F04_051,918
1AEG72,090013_1701111590022F04_711,940
2XHY18,090110_1701117747448F03_631,940
44XCJ,090009_1701105114034R06_251,341
1RS394,090214_1701092449527R02_441,942
V32102,090113_1701090193719R02_681,925
1CLD21,090111_1701106855152R03_061,936
1KCM59,090013_1701111711740F02_141,931
KZZ2627,090006_1701102690326F04_221,927
2JYR14,090110_1701114140572F02_111,920
62S310,090112_1701097548920R03_011,928
3EH155,001215_1701107535221R02_271,946
4WBP78,001315_1701106100397F02_389,906
611SE8,090112_1701094859978F01_341,924
456JV7,090011_1701091185661F02_411,932
5115419,090111_1701111364166R02_501,891
4J06383,001315_1701119870473R03_458,326
9AZP645,090114_1701104080894R04_631,915
1WWV71,001315_1701108791443R03_486,878
1QN289,090106_1701092525854R04_161,920
P92133,090111_1701111608984R04_651,924
4AVC88,090106_1701104513933F04_311,923
BD64323,090010_1701120922345F03_531,919
9CE145,090013_1701098656238R04_871,935
5XW852,011116_1701113033920R01_611,938
8416R0,090102_1701115980042R02_051,898
4BDW60,090007_1701093338262F04_031,943
S87443,090113_1701092768089F03_491,890
BZV4331,090106_1701102367786R04_491,907
1AVC74,090111_1701107823049R03_321,931
G0HC,090012_1701104627021F03_221,912
4XHC81,090014_1701103411180F06_441,931
9AK219,090107_1701100335283F04_921,924
4NCJ84,090010_1701095063612R02_691,918
4ATG37,090108_1701117023698R04_491,938
9HR826,090009_1701093505068R04_051,941
623MV6,090011_1701098319625R04_991,939
3YET44,090108_1701112817529F02_791,910
3JGR73,090013_1701109324238R03_921,933
1RT269,090012_1701117420456R01_641,939
1HKP56,001315_1701100845860F02_239,914
4YJ844,001215_1701097831520F03_501,941
4SXG48,090006_1701110043009F03_441,936
CI75NN,090111_1701116036092R04_591,902
4MRZ17,011016_1701095790101R01_501,941
3VN269,001115_1701092487557R04_141,899
W92419,090111_1701109001935F04_261,922
C361492,090007_1701105863998R03_241,879
J37628,090111_1701102457374F02_321,883
523HN9,090107_1701116869929R03_771,925
W28261,001315_1701091184180R02_487,889
2DCZ19,011016_1701108693118R01_871,945
AW83842,090108_1701111862521F04_111,919
9550RV,090111_1701103173744R02_251,888
1SZY46,090012_1701101567888R04_541,931
4ZAE14,090110_1701103252920F02_801,933
3RLY65,090011_1701115490872F02_141,915
3KTE94,090008_1701109831264F04_161,941
DNC6909,090112_1701100317049F03_921,902
2JWH65,090112_1701104220686R04_421,916
4JHB17,001115_1701120903367R04_446,916
2PMD95,011016_1701117859004F01_041,916
42K450,090006_1701113078951F04_901,934
2JCF62,090014_1701105943662R05_181,926
1AW337,090008_1701091560332R04_941,931
3923923437024,090006_1701112864547F03_961,344
2SSF96,090106_1701102664812R03_021,919
L640,090009_1701090990272F06_821,899
1FEK39,090113_1701097069726F04_731,942
3FHW21,011016_1701120296408F01_881,923
4LSS25,090010_1701118047444F02_211,919
1931E0,090104_1701119937343R03_681,868
414BEQ,001215_1701112622478R03_211,898
1YHH88,090105_1701103544374F02_101,941
6MAG60,090009_1701109786894R05_101,941
4YRR30,001115_1701119225463R04_195,884
4XWJ69,090103_1701095026225R03_971,928
1DEB81,090014_1701095162057F05_101,917
5251204,090102_1701096489674F03_371,884
15HN43,090005_1701095022833R02_071,891
5ARD37,090106_1701107103498R03_411,941
26GV02,090111_1701113114927F02_751,924
782F,011016_1701122128436R02_341,943
419C40,001215_1701117109869R03_801,919
AY897K,090107_1701109858745F03_091,913
35D360,090110_1701103268006F02_841,934
KEV7981,090102_1701091125254F03_191,888
V10975,090112_1701103363127R04_591,920
8BA596,001315_1701109107767R03_179,914
BL08589,090009_1701120633197F05_881,932
9AX179,090012_1701120676039R03_421,924
5LNR10,090006_1701111968371R04_321,914
2GMT78,090108_1701111883703F04_141,948
3SAA14,090014_1701105095226F06_741,905
4ETX19,090112_1701099412722R03_181,921
X18475,090110_1701115903960R02_731,929
3TMK63,001015_1701113272497F05_941,932
4HVG75,090113_1701116771877F01_441,945
KSZ6529,090012_1701102217563R03_381,922
BH4101,090006_1701112462000R02_141,898
CHET857,090102_1701100638097R03_281,936
3XXC75,090004_1701118939680F03_901,939
MBK1677,090106_1701113985135R02_261,893
X55947,090111_1701110422402F04_301,937
45300YVK,090113_1701121608758R03_011,329
1HKF68,001315_1701100963357R02_150,906
443DZ8,001015_1701107987639R05_841,871
BM02807,090004_1701107676764R03_511,932
4RVD14,090008_1701112131225F02_421,927
3EXZ69,090004_1701114232592R03_001,943
KNM6429,011116_1701119077963F01_171,911
2CKN75,090006_1701114568106R02_241,938
3GCS93,090314_1701104395076F02_331,929
MGT9817,090108_1701096744517R04_231,925
STATIEE2715720,090006_1701090717285R02_671,262
T10572,090014_1701116893714R06_701,930
W45784,090110_1701104905643R04_211,924
7616AP,090108_1701097119180R03_581,911
5HTM99,090109_1701094175361R05_341,921
65E870,090314_1701092618945R01_321,921
3YKH35,090009_1701120460341R06_071,918
2SNE92,011116_1701098579985F01_151,926
3BY524,090014_1701107455583R05_031,928
2GCC29,090008_1701094468642R03_951,947
4CRR96,090008_1701094184747F03_201,927
4YTZ38,090006_1701114599084R02_331,932
5392YH,090104_1701090489568F02_051,920
2NLP46,011016_1701110848828R01_411,923
8GMF166,090112_1701121526984F02_771,927
V82181,090113_1701109701137F02_341,931
1AD44H,090008_1701102759988F03_361,941
2TTH72,090107_1701094721709R02_201,945
8L,090009_1701097700386R06_161,268
JAGWGN,090014_1701112131885R05_751,935
2XLE67,090003_1701122347373F03_021,939
X22568,090110_1701098076585R02_561,925
AA34589,090107_1701114697172F03_331,929
KSY9523,090108_1701108150156F03_021,923
9AE,090008_1701090276813R04_051,904
97049,090011_1701117413358R03_621,931
KBT3927,090010_1701097763726F03_081,925
NE51PG,090111_1701111622010R04_721,853
7JTH80,090012_1701116136574F04_971,940
LHPQ78,090013_1701109254441R03_661,943
3SAG93,090113_1701103184087F04_071,937
927CZ7,090112_1701118604741R01_261,914
5RK495,090105_1701100505897F01_561,937
V89144,090111_1701112257294R04_631,924
3VJF58,090010_1701109865939R03_991,944
5VMT60,090103_1701094162593R03_081,936
5AVG44,090012_1701103451659F03_551,894
KRJ3071,090008_1701113624235R02_911,908
4RVW31,011116_1701118127767R01_201,937
9FIP050,090109_1701099401509R04_391,930
8BR465,090110_1701091519265F04_421,933
VE7Z7X,011116_1701092397601F02_061,942
327WV2,090111_1701111858634R04_631,941
R50315,090108_1701114880724F03_681,903
EVMS53,090006_1701120367889R04_541,920
4941VU,090113_1701106474851R01_531,905
LDU8905,090102_1701110146789F02_751,925
2055ZV,090014_1701093713885F05_201,912
4FHC27,001315_1701120777800F02_284,910
4HXD35,090014_1701109830793F05_811,921
2YSH84,090009_1701094095531F04_901,932
3GWS76,011116_1701108056657F02_351,944
4995YC,001315_1701093277347R02_428,887
LV99338,090314_1701116834505R01_811,916
477LM4,090011_1701115871639F03_271,930
FL119ABR,090012_1701115243543R01_791,927
91BKUH,090009_1701111240787R05_821,901
W45487,001215_1701118573976F02_051,935
ETWB87,090111_1701112395291R02_441,922
N79795,090107_1701110951297F03_161,935
141E1PU,090109_1701105994301R03_081,903
LW214,090012_1701096284962R02_761,925
3CZD56,090006_1701105142590F04_861,920
MRLDAN,001115_1701119287790F04_329,902
3AVK42,001115_1701093086160R05_161,907
494DM3,090007_1701115154483R02_681,928
793ZHG,090013_1701100855356F04_351,933
3FGM47,090105_1701102684907F02_241,934
45536,090014_1701101988880R06_071,950
3LTX16,090012_1701105604667R03_351,937
W43774,090110_1701102507564R02_831,920
1HHE58,090103_1701093988388R02_701,935
721YV1,011016_1701109458185F01_051,923
AT4223,090109_1701100273190R03_561,885
7013MY,090110_1701121867928R04_531,896
V88768,090006_1701110140704R03_681,940
,090009_1701115674850F06_241,0
09445V,090004_1701116384498R02_771,816
9WH565,001315_1701098230620F02_397,907
CDFE975,090011_1701105529722R03_511,924
741MB3,090008_1701095580277R03_201,895
203A971,090002_1701104047279R02_631,868
3SJP23,090006_1701112388189R03_531,929
PC30399,090112_1701103854481R02_591,703
3MVJ49,001215_1701096439213R03_741,930
2DNS76,090108_1701115293541F04_161,937
8KS763,090107_1701121603505R03_531,945
W13660,090013_1701104409757F02_461,919
28EA14,090011_1701092348897F02_171,896
1M75,090011_1701099971688F03_131,942
3KNM17,090013_1701109624385F04_281,934
366886,090107_1701103019193R03_921,888
PA30106,090006_1701093517807F03_481,878
7XK662,090003_1701091458808R03_391,920
4206TY,090014_1701115068865R05_281,895
4XCR21,090314_1701099103443R01_051,945
1,001315_1701106121053F02_345,375
5PW587,090013_1701118203334R04_771,936
4RWD27,090011_1701105853021F04_341,938
CEM2113,090109_1701109151796F02_011,899
T75313,090108_1701091805988R02_771,924
3HKK29,090014_1701099843630F06_401,932
V58611,090108_1701108193656F02_531,939
4JPH91,090011_1701097227997F02_481,924
C264169,090110_1701118960931R02_331,921
4AKJ14,090009_1701098184128F05_201,911
R66722,090112_1701101698924F03_531,932
4TWN18,011016_1701096373738F01_441,924
3BFJ16,090109_1701113801450F04_971,914
184BB1,090104_1701101327479F02_031,918
LVA5019,090114_1701113348841R05_591,918
811SJ4,090214_1701117064505F02_491,905
4AZB71,090010_1701098784093F04_961,931
DB4BHEFM,090003_1701121967304F02_171,396
EV4471,090013_1701097844086F04_121,846
2TFS34,090009_1701119682379R04_081,927
4JRV78,090011_1701094322037R02_701,947
Z90HWT,090111_1701096835851R04_521,924
ASP1372,090007_1701110287322F02_911,916
3VS537,090009_1701105415178F05_681,932
HCW4600,090001_1701117433294R02_621,913
BJ16997,090013_1701113318076F03_361,904
1448WNVW,090009_1701117040908F05_461,317
2PM633,090012_1701101960763R03_511,910
4EWG21,090003_1701098001712F03_551,934
BL73214,090011_1701106431644R02_541,909
87298,090013_1701091136768F03_831,907
SXS9468,090102_1701107255355F03_501,901
1TZC67,090110_1701092076485R02_261,920
BC34047,090110_1701119545452R04_051,929
2847273,090110_1701103734622R02_101,917
69508,090003_1701094651149F02_231,896
2AAD50,090006_1701108357352R04_171,945
47TK52,090111_1701110297805F03_411,930
6KWJ50,090107_1701102854584F04_541,935
4SDR98,090110_1701120347579F04_521,924
9KS493,090009_1701093829719R04_781,936
631WHA,090003_1701119508587R03_081,372
5159134,090006_1701115901728F03_271,857
LVA8305,090113_1701115546229R03_101,932
A1,090007_1701115403225R03_911,681
1FLW98,090011_1701096029793R04_651,915
X31457,090013_1701099712064F03_851,908
4TCT68,090013_1701104501849F04_181,935
1VPC36,090105_1701110486686R01_051,938
3MYB79,011116_1701097938161F02_851,942
2DKS63,090314_1701103362101R02_041,930
3PWC75,090111_1701113666405R02_121,937
2ZEK28,090314_1701114043164F02_511,930
5PVE29,090013_1701106010162F02_891,937
L2171,090006_1701109465592R04_341,941
IC70XW,090113_1701112298297R03_481,918
3PRP77,090109_1701102162228F03_291,927
39410,090114_1701092575282R05_671,931
R75172,001315_1701100407690R02_495,913
1VBP12,090010_1701117812732R03_951,937
A03406,090104_1701107475208F02_291,916
X75003,001315_1701094537547R03_131,910
BM32862,090008_1701118500529R02_931,937
EVL644,090014_1701109140667F05_881,905
X33763,090006_1701091970361R02_951,935
59N570,090109_1701105662074F03_611,948
4XKK27,090105_1701119125630R02_021,926
99VF72,090003_1701111710438R03_251,934
QC455,090111_1701116867209F04_161,947
PYF3518768817,090011_1701105355286R02_041,515
SASUKE,001015_1701113679968F05_661,935
X32217,090011_1701111635243F03_831,946
4WJV78,001215_1701114179962R02_751,938
3BKH57,090011_1701097122756R02_651,928
110363,011116_1701113655933F01_441,943
5CVX39,090110_1701092850811F02_101,935
UJ866,090108_1701106949207R03_621,942
LV83443,001315_1701099463700R02_401,878
X52530,090104_1701100607616F03_781,949
3XKT79,090109_1701102095018R04_441,930
5RRK19,001115_1701098299417F04_313,910
GQK6430,090102_1701100196360R03_261,932
EV65YT,001315_1701096145257F02_247,888
1DX550,090105_1701092028365R01_701,896
BF51040,090007_1701101206280F04_241,894
66BV40,090005_1701103999134F03_421,919
1TSL77,011116_1701103167849R02_241,938
113397,090014_1701112432724F05_941,934
1KEX96,090105_1701093885749R01_451,917
3608776,090105_1701099030036F01_051,908
3JPX68,090009_1701091533288F04_231,931
2938497,090010_1701111823573R03_391,924
9FK687,090111_1701101484677R04_191,915
947MT4,090003_1701091212802F03_051,934
1GGY33,090111_1701096495732R04_471,935
AB02XT,090004_1701104786270F02_301,930
2BVT22,001315_1701114270567R03_411,884
2CDY58,011016_1701102711726R01_351,936
543UJP,090109_1701100007583F03_401,919
D34455,090011_1701098070218R02_191,906
P0965005,090003_1701102742913F03_141,911
X49050,090104_1701093036639F03_061,918
2055ZV,090007_1701090408288F02_661,936
2MDE86,011116_1701111808305R01_031,953
GUX8440,090103_1701119926852F02_421,910
MJB5362,090011_1701114005930R03_101,925
3420266,090007_1701091289995R02_951,908
HJZ3895,090101_1701098915073F03_621,917
378YL9,090009_1701117137502F05_201,905
4923833,011016_1701118217374R01_001,925
6DA443,090107_1701118003680R04_581,937
3WDK97,090314_1701106472635R02_001,932
3FJ4305,090014_1701113607887F06_461,914
8JW518,001015_1701121215794R04_721,920
2RXY41,090214_1701097513241F02_311,940
CS3905,090112_1701111066455F03_131,931
TMNN5930,090007_1701113402063R03_471,367
9AP962,090011_1701092161726F02_991,940
110928,090109_1701115350697F02_301,935
KGD020,090013_1701119038536F03_541,931
BABI,090008_1701099543886F04_631,901
4ZMD98,090111_1701112617941F04_911,914
2901504,090106_1701090769665F03_771,919
1AF25W,090114_1701093333647F04_891,927
5321388,090110_1701101643791F04_661,915
8TRR60,090001_1701100107207R02_071,936
57C570,001215_1701120468624R03_061,933
421TY1,001215_1701112939889R03_171,918
2DD132,090111_1701117186387F03_371,926
RGZ536,090113_1701102317813R03_211,929
LVB2882,001215_1701109603872F02_431,919
346RR1,090112_1701113288194F02_541,933
3TSR67,090112_1701101699504F01_241,938
935CV7,090107_1701111115749R04_461,939
T77764,090008_1701111043594R02_091,926
3KKY91,090010_1701105684636R04_831,932
PU0065,090105_1701096574614F01_491,901
LV79424,090111_1701091373969R04_011,926
4SKW68,090006_1701112485928F02_431,936
1663,090013_1701091275860R04_121,933
4NZV29,090008_1701095397618F04_261,916
1KG846,090108_1701118652446R04_731,939
1AR618,090111_1701099344132F04_131,931
4DSC54,090013_1701111444674R02_501,918
4CPB85,011116_1701107443554F01_781,939
2JRS27,090107_1701096690331R04_661,922
KPG688,090007_1701105359222F03_531,887
BB58772,090111_1701109929859R03_591,934
2CSG26,011116_1701095169817F02_431,930
2GSP48,001215_1701100090586F03_531,941
2CZR82,090007_1701121232134F02_521,936
4JFN81,090006_1701113371087F04_321,934
531YZ1,090007_1701098751395F03_321,932
2MEL45,090005_1701117582346R03_191,932
8BFH948,090106_1701117441149R02_251,905
1TS994,090006_1701099990760R02_331,938
AU39073,090107_1701115777828R02_991,922
3MTN34,090011_1701114788524R04_961,943
3WDZ34,001215_1701102640945R02_631,938
6637KJ,090111_1701117802795F02_071,938
2GEK56,090013_1701093757670R02_811,922
X52702,090108_1701104167289R02_831,941
2ATB59,090314_1701093998522F01_421,931
42664,001315_1701104737770F03_383,904
TSS9512,090113_1701119518264F02_841,907
4TXW78,090008_1701121638121F02_501,935
3ZPW99,011016_1701118711448F02_421,931
1ENJ53,090003_1701113449246R02_091,946
JUD4527,090003_1701092327488R03_931,932
C349186,090107_1701116407247F03_921,918
3SYW44,090010_1701109990258F04_751,941
9TB319,090110_1701107028974F04_471,923
2CHL11,090108_1701108246216F04_511,912
3CLK22,001115_1701121738333R04_418,886
3ZAA31,090005_1701090180898R03_881,932
UCG6780,001115_1701099034673F04_345,889
BD25503,090006_1701095587914F02_111,933
X40663,090011_1701107524880R02_161,936
59980A,090002_1701097912384F02_541,922
1YNC62,090012_1701114592517R02_381,930
3KKH96,090113_1701120898473R01_451,936
FF77AV,001315_1701092897837F03_298,777
3LKS64,001315_1701105453857F02_216,916
7AP437,090007_1701108038564R02_071,926
3DXF24,090013_1701103562680F04_561,944
PA30106,090004_1701092078920F02_381,817
3GCY79,011016_1701099812525F01_081,928
EVV847,090314_1701095985289R01_801,898
AM53737,090008_1701103639589F04_271,926
4ATP76,090012_1701105069195R04_471,931
S84307,001215_1701113500683R03_361,936
8XT710,090104_1701114072778R03_531,932
LFR6420,090006_1701096102156F03_871,918
1ZVH13,090009_1701090183967F05_291,926
4TFE78,090112_1701099510067F01_031,949
2DHE66,090006_1701119529448F03_071,923
RS54NG,090013_1701102437407R03_891,929
4222776,090002_1701103893954R02_391,897
5AHY74,090009_1701092103340F05_971,933
111476,090114_1701111081713F04_111,935
BF58573,090011_1701110764514F02_231,917
9SH785,011016_1701119525778F01_221,935
2KVK39,001215_1701111050376R03_531,938
3VKA67,090108_1701114916531R03_821,933
JBHU73,090107_1701099822596R04_241,931
K76SHK,090106_1701102145916F02_911,928
3HHL55,090214_1701092907291R02_101,924
8XZ716,011016_1701120564126F01_071,930
8HW816,090008_1701102316343R03_691,914
3VV932,090112_1701099106483F04_431,934
LST1561,090107_1701090710218R03_261,906
4KLK59,090113_1701097881911R01_601,924
4THC48,090012_1701112439644R03_021,922
3CNG13,090007_1701091039080R02_241,934
6KK311,090106_1701121406364R04_321,936
V89120,090106_1701094788631F03_301,920
AKC8914,090103_1701120377251R02_521,926
21770,090105_1701096611441F02_841,934
3RER18,090012_1701104072779F03_981,925
W38184,090013_1701103671146R03_481,939
4DTV48,090113_1701101642030F01_361,941
5ANP28,001315_1701091357067F03_237,923
LAL1715,090109_1701102861023R03_641,887
1MC489,090005_1701107718639R02_171,924
4RGX77,090007_1701093720182F04_751,938
3217816,090004_1701092938347F03_441,910
154JS5,090009_1701097706269F04_501,926
4LAW95,090111_1701096549802F03_801,942
8YT733,090109_1701091834369R03_591,935
4PDG78,090009_1701111114048R03_201,926
